Posted On,BHK,Rent,Size,Floor,Area Locality,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2022-06-01,2,45000,700,4 out of 7,"Bindra Complex , Andheri East",Mumbai,2,1,0,1,0,1,0,0,0
2022-06-23,2,110000,1150,11 out of 26,"Ivory Tower, Prabhadevi",Mumbai,2,1,0,0,1,1,0,0,0
2022-06-28,3,120000,1379,17 out of 27,Parmanand Wadi,Mumbai,3,1,0,0,1,1,0,0,0
2022-06-23,1,60000,500,9 out of 10,"Vaibhav Apartments, Dadar West",Mumbai,1,1,0,0,0,1,0,0,0
2022-06-26,3,120000,1400,10 out of 32,"Avarsekar Heights, Worli",Mumbai,3,0,1,0,1,1,0,0,0
2022-06-30,1,40000,390,4 out of 12,Parel,Mumbai,1,1,0,0,1,1,0,0,0
2022-06-04,2,50000,935,2 out of 6,Andheri West,Mumbai,2,0,1,0,0,1,0,0,1
2022-05-27,2,36000,535,12 out of 16,Ghatkopar West,Mumbai,2,1,0,0,1,1,0,0,0
2022-06-10,3,150000,1250,6 out of 12,Bandra West,Mumbai,3,1,0,1,0,1,0,0,0
2022-06-12,4,230000,3700,5 out of 20,"Lake Superior, Powai",Mumbai,4,1,0,0,0,1,0,0,0
2022-06-28,1,25000,350,10 out of 24,Lower Parel,Mumbai,2,1,0,0,1,0,0,0,0
2022-05-27,3,190000,1350,65 out of 76,"Lodha Marquise, Worli",Mumbai,4,1,0,1,0,0,1,0,0
2022-04-27,3,61000,1550,5 out of 20,"Lovedale Residences, Malad West",Mumbai,3,1,0,1,0,1,0,0,1
2022-06-27,3,70000,1100,7 out of 10,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,3,1,0,0,0,1,0,0,0
2022-06-16,3,42000,950,5 out of 7,Mulund East,Mumbai,3,1,0,0,1,1,0,0,0
2022-06-10,1,27000,400,1 out of 7,Govandi Station Road,Mumbai,1,1,0,0,1,1,0,0,0
2022-06-23,2,60000,700,3 out of 4,Irla,Mumbai,2,1,0,0,0,0,0,0,0
2022-05-23,3,85000,850,3 out of 4,Sion East,Mumbai,2,0,1,0,0,1,0,0,1
2022-06-30,2,75000,900,7 out of 9,"Marine Palace, Marine Lines",Mumbai,2,1,0,0,0,1,0,0,0
2022-05-14,3,200000,1208,5 out of 14,Khar West,Mumbai,3,1,0,0,1,0,0,0,0
2022-07-09,3,170000,1150,8 out of 12,Bandra West,Mumbai,3,1,0,1,0,1,0,0,0
2022-06-15,3,180000,1600,17 out of 60,"Island City Centre, Dadar TT Circle",Mumbai,4,1,0,1,0,1,0,0,0
2022-07-06,2,55000,700,10 out of 11,"Shiv Bhagtani Manor 3A, Powai",Mumbai,2,1,0,0,0,1,0,0,0
2022-06-13,5,600000,3200,10 out of 16,Bandra East,Mumbai,5,1,0,1,0,1,0,0,0
2022-05-23,1,18000,330,20 out of 22,Antop Hill,Mumbai,1,0,1,0,1,1,0,0,1
2022-06-04,1,19000,225,18 out of 25,Worli,Mumbai,1,0,1,0,1,1,0,0,1
2022-06-23,3,150000,1050,5 out of 7,JVPD Scheme,Mumbai,3,1,0,0,0,1,0,0,0
2022-05-19,1,18500,225,4 out of 7,Lower Parel,Mumbai,1,1,0,1,0,0,0,0,0
2022-07-07,1,35000,463,5 out of 7,Rambaug,Mumbai,2,1,0,0,0,1,0,0,0
2022-07-06,4,200000,1900,5 out of 11,"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,3,1,0,0,0,1,0,0,0
2022-05-27,2,150000,1500,15 out of 17,Agripada,Mumbai,4,0,1,0,0,1,0,0,1
2022-05-27,2,70000,1000,15 out of 23,"Lake Primrose, Chandivali",Mumbai,2,1,0,1,0,1,0,0,0
2022-06-27,1,35000,450,6 out of 10,Borivali West,Mumbai,2,1,0,1,0,0,0,0,0
2022-06-20,2,45000,700,5 out of 17,Goregaon West,Mumbai,2,1,0,0,1,0,0,0,1
2022-06-23,1,30000,355,2 out of 7,Chembur East,Mumbai,1,1,0,0,1,1,0,0,1
2022-06-23,3,50000,1325,3 out of 28,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,3,1,0,0,0,1,0,0,0
2022-04-29,2,50000,950,4 out of 8,Ghatkopar East,Mumbai,2,0,1,0,0,1,0,0,1
2022-06-04,1,42000,600,5 out of 24,"Universal Neo Galaxy, Bhuleshwar",Mumbai,1,0,1,1,0,1,0,0,1
2022-05-30,2,19500,905,16 out of 32,Navi Mumbai-Khargar-Panvel,Mumbai,2,1,0,1,0,1,0,0,1
2022-06-30,3,90000,1500,6 out of 10,Walkeshwar,Mumbai,3,1,0,0,0,1,0,0,0
2022-06-30,1,60000,455,18 out of 22,"Sugee Sadan, Dadar West",Mumbai,1,1,0,0,1,1,0,0,0
2022-06-20,2,55000,850,3 out of 3,Mahim West,Mumbai,2,1,0,1,0,0,0,0,0
2022-06-26,3,40000,1100,21 out of 22,"Hudco Living Point, Bhandup West",Mumbai,2,0,1,0,1,0,1,0,1
2022-06-12,1,40000,430,4 out of 8,"Sion East, Sion",Mumbai,2,1,0,0,1,1,0,0,0
2022-07-07,2,36000,650,10 out of 12,"Keshav Srishti, Bhandup West",Mumbai,2,1,0,1,0,1,0,0,0
2022-07-09,2,45000,795,7 out of 13,"Runwal Elina, Andheri East",Mumbai,2,1,0,0,1,1,0,0,0
2022-05-20,2,100000,800,9 out of 12,Bandra West,Mumbai,2,1,0,0,0,1,0,0,0
2022-06-23,1,42000,700,15 out of 32,"Llyod Estate, Wadala",Mumbai,1,0,1,0,0,1,0,0,0
2022-07-03,1,45000,450,5 out of 7,Lokhandwala Complex,Mumbai,2,1,0,0,0,0,1,0,0
2022-06-12,2,40000,575,4 out of 7,"Sunglow, Chandivali",Mumbai,2,1,0,1,0,1,0,0,0
2022-06-12,2,50000,650,Ground out of 3,Mahim West,Mumbai,3,1,0,0,0,0,0,0,0
2022-06-24,1,11000,200,4 out of 4,Parle Colony,Mumbai,1,0,1,0,0,1,0,0,1
2022-04-29,2,50000,1200,2 out of 4,Andheri East,Mumbai,2,0,1,1,0,1,0,0,1
2022-05-14,1,34000,656,16 out of 23,Chembur,Mumbai,2,0,1,0,1,1,0,0,1
2022-07-09,3,93000,1600,18 out of 27,"Godrej Platinum, Vikhroli East",Mumbai,3,1,0,1,0,0,1,0,0
2022-05-26,3,69999,950,7 out of 12,Chembur East,Mumbai,3,1,0,0,1,0,1,0,0
2022-06-04,2,48000,719,14 out of 20,"Raheja Heights Phase 2, Gokuldham",Mumbai,2,1,0,1,0,0,1,0,0
2022-06-30,3,55000,1100,15 out of 16,"Sakhi, Kandivali West",Mumbai,3,1,0,0,1,0,0,0,0
2022-05-18,4,1000000,3064,18 out of 45,"Raheja Artesia, Worli",Mumbai,4,1,0,1,0,0,1,0,0
2022-05-19,2,40000,650,15 out of 15,"Rustomjee Regency, Gomant Nagar",Mumbai,2,1,0,1,0,1,0,0,0
2022-07-09,3,130000,1450,9 out of 10,Santacruz East,Mumbai,5,1,0,1,0,1,0,0,0
2022-06-30,2,75000,720,6 out of 14,"Vikas Finalay Apartments, Parel",Mumbai,2,1,0,1,0,1,0,0,0
2022-06-20,2,23000,670,1 out of 20,Bhandup West,Mumbai,2,0,1,1,0,1,0,0,1
2022-07-09,3,200000,1350,1 out of 5,anjali,Mumbai,3,1,0,0,0,0,0,0,0
2022-07-09,3,55000,925,16 out of 36,"Runwal Greens, Mulund West",Mumbai,2,1,0,0,1,0,0,0,0
2022-07-09,4,80000,1450,30 out of 44,Best Nagar Goregaon West,Mumbai,4,1,0,0,1,1,0,0,0
2022-07-06,3,220000,1550,30 out of 37,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,3,1,0,0,0,1,0,0,0
2022-07-07,1,40000,420,5 out of 7,Chembur,Mumbai,2,1,0,1,0,0,1,0,0
2022-07-06,2,35000,650,5 out of 8,"Riddhi Garden, Film City Road",Mumbai,2,1,0,0,1,1,0,0,0
2022-05-31,2,33003,700,3 out of 7,Dahisar West,Mumbai,2,1,0,0,0,0,1,0,0
2022-05-19,5,450000,3400,2 out of 5,Bandra West,Mumbai,5,1,0,1,0,1,0,0,0
2022-07-07,2,65000,935,2 out of 4,in Matunga West,Mumbai,2,0,1,1,0,1,0,0,1
2022-05-30,2,45000,980,Ground out of 5,"Aditi Apartment, Andheri West",Mumbai,2,1,0,1,0,1,0,0,1
2022-05-17,4,280000,2800,2 out of 9,JVPD Scheme,Mumbai,4,1,0,0,0,0,1,0,0
2022-05-14,2,55000,700,4 out of 6,Andheri West,Mumbai,3,1,0,0,0,0,0,0,0
2022-05-19,2,56000,720,12 out of 22,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,2,1,0,1,0,1,0,0,0
2022-07-09,2,55000,750,1 out of 7,Santacruz East,Mumbai,2,1,0,1,0,0,0,0,0
2022-05-31,2,28000,700,4 out of 12,"Usha Nagar Society, Bhandup West",Mumbai,2,1,0,0,0,1,0,0,0
2022-05-31,2,150000,1000,4 out of 9,"Smoky Hill Apartment, Bandra West",Mumbai,3,1,0,1,0,1,0,0,0
2022-06-12,5,300000,3000,2 out of 22,Chandivali,Mumbai,5,1,0,0,0,1,0,0,0
2022-07-02,1,50000,413,5 out of 6,Grant Road,Mumbai,1,1,0,0,0,1,0,0,1
2022-05-22,4,180000,1755,6 out of 18,"Godrej The Trees, Vikhroli East",Mumbai,4,1,0,1,0,0,1,0,0
2022-05-31,3,190000,1850,35 out of 55,"Crescent Bay Callisto, Parel",Mumbai,4,1,0,1,0,0,0,0,0
2022-05-06,2,8000,890,4 out of 4,new panvel,Mumbai,2,1,0,0,1,1,0,0,1
2022-06-23,3,75000,1200,5 out of 12,Chembur,Mumbai,3,1,0,1,0,1,0,0,0
2022-06-16,3,83000,1100,9 out of 20,"Raheja Vista, Powai",Mumbai,3,1,0,0,0,0,0,0,0
2022-07-07,1,32000,420,1 out of 3,Chembur,Mumbai,2,1,0,1,0,0,1,0,0
2022-07-06,2,39000,630,6 out of 7,"Yashodham Complex, Goregaon East",Mumbai,2,1,0,0,1,0,1,0,0
2022-06-03,4,150000,1705,16 out of 29,"Adani Western Heights, Andheri West",Mumbai,3,1,0,1,0,0,1,0,0
2022-06-23,3,190000,1300,1 out of 7,"Sunflower Apartment, Bandra West",Mumbai,3,1,0,0,0,0,0,0,0
2022-06-08,3,160000,1355,30 out of 45,"Oberoi Exquisite II, Film City Road",Mumbai,3,1,0,0,0,1,0,0,0
2022-06-20,1,25000,450,5 out of 7,Goregaon West,Mumbai,2,1,0,1,0,0,0,0,0
2022-05-27,3,90000,1350,5 out of 12,"Mahindra Vivante, Chakala",Mumbai,3,1,0,0,1,0,1,0,0
2022-05-14,2,95000,825,17 out of 22,"lokhandwala residency, Worli",Mumbai,2,1,0,0,0,0,0,0,0
2022-07-04,1,30000,550,2 out of 4,"Jumbo Darshan , Andheri East",Mumbai,1,0,1,1,0,1,0,0,1
2022-05-25,1,18500,430,5 out of 7,"Gokul Accord, Thakur Complex",Mumbai,1,1,0,0,1,0,1,0,0
2022-06-16,1,18000,320,5 out of 7,"spring grove uno, Lokhandwala Twp",Mumbai,1,1,0,0,0,1,0,0,0
2022-06-23,3,75000,1100,4 out of 12,Chembur,Mumbai,3,1,0,1,0,1,0,0,0
2022-05-14,4,150000,1460,11 out of 13,"Insignia, Bandra East",Mumbai,4,1,0,1,0,1,0,0,0
2022-06-12,3,100000,1250,6 out of 18,"Panch Ritu, Chandivali",Mumbai,3,1,0,0,0,1,0,0,0
2022-06-28,2,170000,1000,5 out of 9,Breach Candy,Mumbai,3,1,0,0,0,1,0,0,0
2022-07-07,2,45000,710,8 out of 16,Saki Vihar Road,Mumbai,2,1,0,0,1,1,0,0,0
2022-07-09,3,200000,1350,1 out of 5,Anand niwas,Mumbai,3,1,0,0,0,0,0,0,0
2022-06-23,2,20000,400,3 out of 3,Pant Nagar,Mumbai,1,1,0,0,0,1,0,0,1
2022-07-07,3,85000,1000,16 out of 25,"DLH Orchid, Andheri West",Mumbai,4,1,0,1,0,1,0,0,0
2022-07-06,3,130000,1500,7 out of 12,Central Avenue Road,Mumbai,3,1,0,0,1,0,1,0,0
2022-07-09,1,40000,500,3 out of 6,"7 Bungalow, Seven Bungalows",Mumbai,1,0,1,1,0,1,0,0,0
2022-06-30,4,250000,2000,33 out of 42,"Imperial Heights, Goregaon West",Mumbai,4,1,0,0,0,0,0,0,0
2022-04-29,1,15000,225,Ground out of 4,Shrikrupa Society,Mumbai,1,1,0,0,1,0,0,0,1
2022-05-13,2,40000,650,12 out of 19,Mulund West,Mumbai,2,1,0,0,0,1,0,0,0
2022-07-06,2,48000,670,4 out of 16,"Velentine Tower, Goregaon East",Mumbai,2,1,0,1,0,0,1,0,1
2022-05-31,2,15000,610,Ground out of 6,"RNA Broadway Avenue, Mira Road",Mumbai,1,1,0,1,0,0,0,0,1
2022-07-01,1,28000,400,1 out of 5,Chakala,Mumbai,2,1,0,0,0,1,0,0,0
2022-06-18,1,25000,340,13 out of 23,"Mahalaxmi CHS, Worli",Mumbai,1,1,0,0,1,1,0,0,0
2022-05-23,2,34000,471,9 out of 38,"Runwal Forests, Kanjurmarg West",Mumbai,2,1,0,1,0,0,0,0,0
2022-06-03,1,75000,550,6 out of 8,Carter Road,Mumbai,2,1,0,0,0,1,0,0,0
2022-05-19,2,45000,630,8 out of 13,"Crescent Solitaire, Sakinaka Junction",Mumbai,1,1,0,1,0,1,0,0,0
2022-05-27,1,35000,500,1 out of 8,Ghatkopar West,Mumbai,2,0,1,1,0,1,0,0,1
2022-07-06,1,32000,400,3 out of 7,"Trans Residency, Andheri East",Mumbai,1,1,0,0,0,1,0,0,0
2022-07-04,2,17000,1000,3 out of 7,"holy complex ,Mira Road, Mumbai",Mumbai,2,0,1,0,1,1,0,0,1
2022-06-20,4,230000,1528,65 out of 76,"Lodha Marquise, Worli",Mumbai,4,1,0,0,1,0,1,0,0
2022-05-17,2,35000,650,5 out of 7,"Thakur Village, Kandivali East",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-31,1,8500,500,6 out of 7,Thane-Kalyan-Dombivli,Mumbai,1,1,0,0,1,0,0,0,1
2022-05-19,3,80000,850,19 out of 30,"Oberoi Splendor, Agarkar Chowk",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-14,1,55000,550,13 out of 14,"Paschim Apartments, Prabhadevi",Mumbai,1,1,0,1,0,0,0,0,0
2022-06-12,1,25000,430,7 out of 21,"Godrej Tranquil, Kandivali East",Mumbai,2,1,0,0,1,0,1,0,0
2022-07-01,3,40000,1030,10 out of 14,"Bhairav Residency, Mira Road",Mumbai,3,1,0,0,0,0,1,0,0
2022-06-27,1,15500,250,11 out of 24,"MHADA Century Mill, Prabhadevi",Mumbai,1,1,0,0,1,1,0,0,0
2022-07-06,1,45000,500,9 out of 16,Mahim,Mumbai,2,1,0,0,1,0,0,0,0
2022-07-07,4,180000,1750,9 out of 31,Andheri West,Mumbai,4,1,0,1,0,0,0,0,0
2022-07-06,2,51000,985,7 out of 15,"Chembur Heights, Sindhi Society Chembur",Mumbai,2,1,0,0,1,1,0,0,0
2022-06-20,3,60000,1050,12 out of 13,"Veena Signature, Borivali West",Mumbai,3,1,0,0,1,0,0,0,0
2022-05-23,2,36000,700,4 out of 15,Borivali East,Mumbai,2,1,0,0,1,1,0,0,0
2022-06-24,3,180000,1200,10 out of 12,Bandra West,Mumbai,3,1,0,1,0,1,0,0,0
2022-06-23,3,75000,1000,6 out of 12,Chembur,Mumbai,3,1,0,0,0,1,0,0,0
2022-06-20,2,8000,550,3 out of 9,"Nakoda Heights, Nalasopara",Mumbai,2,1,0,0,1,0,1,0,0
2022-05-10,3,50000,806,2 out of 4,Wadala,Mumbai,2,0,1,1,0,1,0,0,1
2022-07-09,3,100000,1400,22 out of 30,"Hiranandani Verona Co op Housing Society Ltd, Powai",Mumbai,3,1,0,0,0,1,0,0,0
2022-07-07,1,16500,470,11 out of 14,"Kanungos Garden City, Mira Road East",Mumbai,2,1,0,1,0,0,1,0,0
2022-05-31,1,4500,475,3 out of 4,Nalasopara West,Mumbai,1,0,1,0,1,1,0,0,1
2022-07-07,2,34000,583,10 out of 23,"Oasis, Akurli Nagar",Mumbai,2,1,0,0,1,0,1,0,0
2022-06-16,2,32000,475,8 out of 12,Goregaon West,Mumbai,2,1,0,0,1,0,0,0,0
2022-05-12,2,50000,900,1 out of 8,Yashodham,Mumbai,2,1,0,0,0,0,1,0,0
2022-07-07,1,24000,500,3 out of 7,Dattani Park,Mumbai,1,1,0,1,0,1,0,0,1
2022-07-06,2,62000,806,3 out of 58,"Auris Serenity, Malad West",Mumbai,3,1,0,0,1,1,0,0,0
2022-07-07,1,100000,400,9 out of 10,"Violette Valley, Bandra West",Mumbai,1,1,0,0,0,1,0,0,0
2022-04-29,1,21000,650,6 out of 10,Bhandup West,Mumbai,2,0,1,1,0,1,0,0,1
2022-04-29,1,27000,550,4 out of 15,"Raj Hill, Borivali East",Mumbai,2,0,1,1,0,1,0,0,1
2022-06-30,1,10000,390,3 out of 4,Mira Road East,Mumbai,1,1,0,0,1,1,0,0,0
2022-06-30,2,90000,994,2 out of 2,"Ajmera Treon, Bhakti Park",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-31,1,8000,520,6 out of 8,Virar West,Mumbai,2,0,1,1,0,1,0,0,1
2022-06-15,1,75000,575,1 out of 9,Malabar Hill,Mumbai,1,1,0,1,0,0,1,0,0
2022-07-09,3,230000,2750,53 out of 60,"Lodha World Crest, Lower Parel",Mumbai,3,1,0,0,1,1,0,0,0
2022-06-13,1,15000,470,5 out of 22,"Man Opus, Mira Road East",Mumbai,2,1,0,1,0,0,1,0,0
2022-07-06,4,260000,2500,3 out of 7,Khar West,Mumbai,4,1,0,1,0,1,0,0,0
2022-07-09,3,62000,1100,15 out of 22,"Lake Homes, Powai",Mumbai,3,1,0,1,0,0,1,0,0
2022-06-27,1,43500,480,6 out of 7,Yari Road,Mumbai,2,1,0,0,0,1,0,0,0
2022-05-27,2,62000,750,12 out of 16,"Cosmopolis Tower, Andheri West",Mumbai,2,1,0,0,1,1,0,0,0
2022-05-27,4,400000,2424,5 out of 14,"Rustomjee Elements, Andheri West",Mumbai,5,1,0,1,0,1,0,0,0
2022-07-06,2,77500,724,19 out of 21,"Sethia Grandeur, Bandra East",Mumbai,2,1,0,1,0,0,0,0,0
2022-05-19,1,30000,600,5 out of 5,Mulund Railway Station,Mumbai,1,1,0,0,0,1,0,0,1
2022-06-23,3,110000,1076,9 out of 40,"Lodha New Cuffe Parade, Wadala East",Mumbai,2,1,0,1,0,1,0,0,0
2022-04-29,1,20000,800,3 out of 4,in Byculla,Mumbai,2,0,1,0,1,1,0,0,1
2022-07-06,3,150000,1300,6 out of 7,Seven Bungalows,Mumbai,3,1,0,1,0,1,0,0,0
2022-07-04,1,55000,500,1 out of 7,Bandra West,Mumbai,2,1,0,0,1,1,0,0,0
2022-06-22,2,70000,700,Ground out of 8,Santacruz West,Mumbai,2,1,0,1,0,0,0,0,0
2022-05-23,2,65000,700,4 out of 9,Kamla Nagar,Mumbai,2,1,0,0,0,0,0,0,0
2022-07-09,3,310000,2170,44 out of 75,"Omkar 1973, Worli",Mumbai,4,1,0,1,0,1,0,0,0
2022-06-17,1,18000,225,18 out of 24,Worli,Mumbai,2,1,0,0,1,0,0,0,0
2022-06-23,1,48000,485,8 out of 17,"Kanakia Sevens, Andheri East",Mumbai,2,1,0,0,0,1,0,0,0
2022-04-29,1,10000,225,7 out of 8,Kanjurmarg East,Mumbai,1,0,1,0,1,1,0,0,1
2022-06-16,1,32000,478,4 out of 11,"Blue Monarch, Marol",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-10,3,32000,1200,4 out of 5,"Ishwardas Bhuvan CHS, Kandivali East",Mumbai,3,0,1,1,0,1,0,0,1
2022-07-07,2,36000,620,3 out of 14,Datta Pada,Mumbai,2,1,0,1,0,0,1,0,0
2022-06-08,1,22000,280,3 out of 7,"Suryodaya CHS, Prabhadevi",Mumbai,1,1,0,0,1,1,0,0,0
2022-06-20,1,5500,385,3 out of 9,"Manibhadra Avenue, Morya Nagar",Mumbai,1,1,0,0,1,0,1,0,0
2022-05-25,3,15000,704,5 out of 17,Thane-Kalyan-Dombivli,Mumbai,2,1,0,0,1,1,0,0,1
2022-04-29,2,40000,710,3 out of 4,Anushakti Nagar,Mumbai,2,1,0,0,1,1,0,0,1
2022-04-29,1,28000,525,2 out of 8,"Balkrishna, Goregaon East",Mumbai,1,0,1,0,1,1,0,0,1
2022-06-30,1,11000,390,Ground out of 4,Mira Road East,Mumbai,1,1,0,1,0,1,0,0,0
2022-07-06,2,40000,755,12 out of 31,"Omkar Ananta, Goregaon East",Mumbai,2,1,0,1,0,0,0,0,0
2022-05-27,2,45000,700,3 out of 7,Oshiwara,Mumbai,2,1,0,0,1,1,0,0,0
2022-06-10,2,180000,1000,6 out of 10,Bandra West,Mumbai,3,1,0,1,0,0,0,0,0
2022-06-24,3,160000,2000,Upper Basement out of 30,"Flora Heights, Andheri West",Mumbai,3,1,0,0,0,0,1,0,0
2022-07-01,2,36000,650,3 out of 4,Tata Nagar,Mumbai,2,1,0,0,1,0,1,0,0
2022-06-30,1,59000,470,26 out of 42,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,1,1,0,1,0,0,0,0,0
2022-06-30,1,40000,450,3 out of 8,"TATA Housing Merwanjee Cama Park, Andheri West",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-10,2,40000,625,6 out of 10,Goregaon West,Mumbai,2,0,1,1,0,1,0,0,1
2022-05-23,2,72000,700,3 out of 9,Gulmohar Road,Mumbai,2,1,0,0,0,0,0,0,0
2022-07-07,2,40000,600,4 out of 10,"Mindspace, Mindspace",Mumbai,2,1,0,0,1,0,1,0,0
2022-06-11,2,16000,600,2 out of 3,Nerul sector-3,Mumbai,1,1,0,0,1,0,1,0,1
2022-06-27,2,50000,1100,14 out of 22,"Magnum Tower CHS, Lokhandwala Complex",Mumbai,4,0,1,0,0,1,0,0,0
2022-05-27,1,24000,370,5 out of 8,"Kanakia Sanskruti, Thakur Complex",Mumbai,1,1,0,1,0,0,1,0,0
2022-07-09,2,65000,950,2 out of 45,"DB Woods, Gokuldham",Mumbai,2,1,0,1,0,1,0,0,0
2022-07-07,2,33000,825,12 out of 13,Mulund East,Mumbai,2,0,1,0,1,1,0,0,1
2022-06-16,2,27000,650,2 out of 7,Kandivali West,Mumbai,2,1,0,0,1,0,0,0,0
2022-06-14,2,52000,750,2 out of 9,Oshiwara,Mumbai,2,1,0,1,0,1,0,0,0
2022-06-29,3,95000,900,4 out of 9,"Dosti Flamingo, Sewri",Mumbai,3,1,0,1,0,0,1,0,0
2022-07-06,2,68000,805,12 out of 68,"Auris Serenity, Kanch Pada",Mumbai,3,1,0,1,0,1,0,0,0
2022-07-09,2,48000,742,17 out of 36,"Runwal Forests, Kanjurmarg West",Mumbai,2,1,0,0,1,0,1,0,0
2022-06-30,2,32000,550,4 out of 7,"Shiv Ganga Apartment, Malad West",Mumbai,2,1,0,1,0,1,0,0,0
2022-06-13,2,42000,745,10 out of 11,"Akruti Orchid Park, Sakinaka Junction",Mumbai,2,1,0,1,0,1,0,0,0
2022-05-31,2,60000,800,2 out of 7,"Kenmore Apartment, Lokhandwala Complex",Mumbai,2,1,0,0,0,0,1,0,0
2022-06-12,3,51500,1265,10 out of 28,"Ambrosia Apartment, Borivali East",Mumbai,3,1,0,0,1,0,1,0,0
2022-07-09,3,130000,1800,10 out of 16,Lokhandwala Complex,Mumbai,3,0,1,0,1,1,0,0,0
2022-06-27,1,25000,325,17 out of 24,"Mahalaxmi CHS, Worli",Mumbai,1,1,0,0,0,1,0,0,0
2022-07-09,2,85000,902,41 out of 41,"Lodha Fiorenza, Goregaon East",Mumbai,2,1,0,1,0,1,0,0,0
2022-07-06,3,98000,1233,14 out of 68,"Auris Serenity, Kanch Pada",Mumbai,4,1,0,1,0,1,0,0,0
2022-06-12,2,100000,750,Ground out of 6,Peddar Road,Mumbai,2,0,1,0,0,1,0,0,1
2022-05-21,2,65000,600,14 out of 17,"Platinum Prive, Andheri West",Mumbai,2,1,0,0,1,0,0,0,0
2022-06-24,1,23000,500,3 out of 9,Chembur,Mumbai,1,0,1,0,1,1,0,0,0
2022-07-02,2,40000,600,15 out of 20,Tilak Nagar - Harbour Line,Mumbai,2,1,0,0,1,1,0,0,0
2022-06-23,3,45000,950,15 out of 17,IC Colony,Mumbai,3,1,0,0,1,1,0,0,0
2022-06-27,1,40000,680,5 out of 7,"Ballerina Apartment, Lokhandwala Complex",Mumbai,4,0,1,0,0,1,0,0,0
2022-07-07,1,23500,400,1 out of 7,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,1,1,0,0,1,1,0,0,0
2022-07-07,4,250000,2120,46 out of 76,"Lodha Marquise, Worli Sea Face",Mumbai,5,1,0,0,0,1,0,0,0
2022-07-01,3,110000,1350,12 out of 20,"Atur Park, Chembur",Mumbai,4,1,0,1,0,0,0,0,0
2022-06-20,3,150000,1600,6 out of 7,JVPD Scheme,Mumbai,3,1,0,1,0,1,0,0,0
2022-06-03,1,22000,430,4 out of 6,Thakur Complex,Mumbai,1,1,0,0,1,0,1,0,0
2022-07-09,4,150000,1937,20 out of 30,"Raj Grandeur, Powai",Mumbai,5,1,0,1,0,1,0,0,0
2022-06-07,2,75000,700,4 out of 7,Santacruz West,Mumbai,3,1,0,1,0,0,0,0,0
2022-05-22,2,41000,780,14 out of 18,"Nirmal Lifestyle, LBS Marg",Mumbai,2,1,0,0,1,1,0,0,0
2022-06-02,4,150000,1300,5 out of 13,"Kabra Centroid, Kalina",Mumbai,4,1,0,1,0,1,0,0,0
2022-06-20,3,150000,1350,18 out of 32,"Transcon Triumph, Lokhandwala Complex",Mumbai,3,1,0,1,0,1,0,0,0
2022-05-14,2,53000,750,5 out of 18,Chembur,Mumbai,2,1,0,0,0,1,0,0,0
2022-05-31,4,140000,1400,10 out of 25,"Adani Western Heights, Andheri West",Mumbai,3,1,0,1,0,1,0,0,0
2022-06-28,4,200000,2000,17 out of 29,"Raj Grandeur, Hiranandani Gardens",Mumbai,5,1,0,0,0,1,0,0,0
2022-06-30,2,65000,850,10 out of 31,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,2,1,0,0,0,1,0,0,0
2022-05-23,1,48000,500,4 out of 9,Gulmohar Road,Mumbai,1,1,0,0,0,0,0,0,0
2022-07-09,2,75000,900,10 out of 15,"7 Bungalow, Seven Bungalows",Mumbai,2,0,1,0,1,1,0,0,0
2022-06-23,2,39000,750,1 out of 3,"Takshila CHS, Andheri East",Mumbai,2,1,0,1,0,0,1,0,0
2022-07-09,3,70000,1100,18 out of 22,Chandivali,Mumbai,2,1,0,1,0,1,0,0,0
2022-06-01,4,1200000,5000,4 out of 15,Juhu,Mumbai,4,1,0,1,0,1,0,0,0
2022-04-29,1,25000,596,1 out of 7,Kandivali West,Mumbai,1,0,1,1,0,1,0,0,1
2022-06-28,2,45000,680,3 out of 4,"DLH Orchid, Lokhandwala Complex",Mumbai,2,1,0,0,1,0,0,0,0
2022-05-17,4,190000,1950,11 out of 21,"Godrej Serenity Mumbai, Chembur",Mumbai,4,1,0,0,1,1,0,0,0
2022-07-09,3,140000,1350,18 out of 32,"Transcon Triumph, Lokhandwala Complex",Mumbai,3,1,0,1,0,1,0,0,0
2022-05-01,1,35000,510,3 out of 4,Chakala Cigarette Factory,Mumbai,1,1,0,1,0,1,0,0,1
