Posted On,BHK,Rent,Size,Floor,Area Locality,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2022-06-09,2,12000,700,3 out of 3,BHEL,Hyderabad,2,1,0,0,1,1,0,0,1
2022-07-06,3,24000,1700,4 out of 5,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,2,0,1,0,1,0,1,0,0
2022-05-06,2,15000,1200,2 out of 3,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,2,0,1,0,1,0,0,0,1
2022-06-05,3,24000,1600,3 out of 5,"Miyapur, NH 9",Hyderabad,3,1,0,1,0,1,0,0,1
2022-06-25,2,12000,745,8 out of 9,Sainikpuri,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-26,3,27000,2210,4 out of 5,"Nallagandla, Serilingampally",Hyderabad,3,0,1,1,0,0,1,0,1
2022-05-06,3,30000,1450,9 out of 13,"Chandanagar, NH 9",Hyderabad,3,1,0,1,0,1,0,0,1
2022-05-29,3,20000,1400,3 out of 4,Narayanaguda,Hyderabad,3,0,1,1,0,0,1,0,1
2022-04-29,3,22000,2000,Upper Basement out of 3,A 307 Blossom Heights,Hyderabad,3,1,0,0,0,0,0,0,1
2022-06-10,4,25000,1815,2 out of 5,Old Bowenpally,Hyderabad,3,0,1,1,0,1,0,0,1
2022-04-30,2,23000,1000,Upper Basement out of 3,"Banjara Hills, NH 9",Hyderabad,1,0,1,1,0,1,0,0,1
2022-05-24,2,12000,1000,3 out of 3,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-12,2,18000,1200,5 out of 6,Chanda Nagar,Hyderabad,3,0,1,0,1,1,0,0,1
2022-06-02,3,55000,2430,7 out of 9,Gachibowli,Hyderabad,3,0,1,1,0,0,0,0,0
2022-05-20,1,5000,140,2 out of 3,Malkajgiri,Hyderabad,1,0,1,0,1,1,0,0,1
2022-07-05,2,13000,1200,2 out of 5,Nacharam,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-20,2,9000,1100,2 out of 4,"Boduppal, NH 2 2",Hyderabad,3,0,1,0,1,1,0,0,1
2022-06-04,2,7000,800,1 out of 3,"Buddha Nagar Colony, Boduppal",Hyderabad,2,1,0,0,1,0,0,0,1
2022-06-02,3,28000,1500,3 out of 5,"Banjara Hills, NH 9",Hyderabad,3,0,1,1,0,1,0,0,1
2022-06-14,2,15000,1200,2 out of 5,Amberpet,Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-28,3,14000,1350,2 out of 5,KTR Colony,Hyderabad,3,0,1,1,0,1,0,0,1
2022-05-23,5,45000,2300,3 out of 5,Narayanguda,Hyderabad,3,1,0,0,1,0,0,0,1
2022-06-22,1,12000,1300,2 out of 4,Alwal,Hyderabad,2,0,1,0,0,1,0,0,1
2022-05-12,2,12500,1000,3 out of 4,"Upparpally, Hyderabad Expressway",Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-04,2,13000,1210,4 out of 5,Nizampet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-16,2,9500,1050,2 out of 3,"Bollaram, Outer Ring Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-10,3,35000,1600,8 out of 10,"Nallagandla, Serilingampally",Hyderabad,3,1,0,1,0,0,1,0,0
2022-04-30,1,4000,300,3 out of 3,in Syed Ali Guda,Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-12,1,8000,300,4 out of 4,"Mallepally, NH 7",Hyderabad,1,0,1,1,0,1,0,0,1
2022-07-08,2,12500,1010,5 out of 5,ECIL,Hyderabad,2,1,0,0,1,0,0,0,1
2022-07-08,3,65000,1850,5 out of 5,"Patrika Nagar, Hitech City",Hyderabad,3,1,0,0,0,0,0,0,1
2022-06-24,2,13000,1300,Ground out of 3,"Ramanthapur, NH 2 2",Hyderabad,2,1,0,1,0,0,0,0,1
2022-06-23,2,12500,1100,3 out of 3,Chanda Nagar,Hyderabad,2,1,0,0,1,0,0,0,1
2022-07-10,3,45000,2200,3 out of 5,"Himayath Nagar, NH 7",Hyderabad,3,1,0,1,0,1,0,0,0
2022-06-17,1,6000,500,5 out of 5,Seri Lingampally,Hyderabad,1,0,0,0,1,1,0,0,1
2022-07-06,3,50000,2290,4 out of 24,"Nallagandla, Serilingampally",Hyderabad,3,0,1,1,0,0,0,0,0
2022-07-10,3,40000,1900,4 out of 5,"Himayath Nagar, NH 7",Hyderabad,3,1,0,1,0,1,0,0,0
2022-07-10,3,30000,1600,2 out of 5,"Himayath Nagar, NH 7",Hyderabad,3,1,0,1,0,1,0,0,0
2022-04-30,2,7000,800,2 out of 3,Chandrayanguttabalguda,Hyderabad,1,0,1,0,1,1,0,0,1
2022-07-06,3,25000,1600,2 out of 5,"Sanath Nagar, NH 9",Hyderabad,3,0,1,0,0,1,0,0,1
2022-06-02,1,9000,500,1 out of 5,"Miyapur, NH 9",Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-16,3,16000,1500,2 out of 3,"Pragathi Nagar, Kukatpally",Hyderabad,3,1,0,0,0,0,1,0,1
2022-05-06,1,10500,650,1 out of 3,"Banjara Hills, NH 9",Hyderabad,1,0,1,1,0,1,0,0,1
2022-07-06,4,100000,3300,Ground out of 14,"Vittal Rao Nagar, Hitech City",Hyderabad,4,1,0,1,0,0,1,0,0
2022-06-26,2,9000,1200,Ground out of 1,"Boduppal, NH 2 2",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-14,2,11000,800,2 out of 3,Ram nagar,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,3,24000,1200,1 out of 3,"Kachiguda, NH 2 2",Hyderabad,4,0,1,1,0,1,0,0,1
2022-05-06,2,12000,1000,2 out of 3,"Nallagandla, Serilingampally",Hyderabad,1,0,1,0,1,1,0,0,1
2022-07-02,2,20000,1600,1 out of 2,Kothapet,Hyderabad,3,0,1,0,1,0,1,0,1
2022-07-03,2,24000,1200,1 out of 3,Dr A.S. Rao Nagar,Hyderabad,2,1,0,0,0,1,0,0,1
2022-07-05,2,12000,1100,2 out of 2,"Balapur X road,Triveni nagar",Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-10,3,12000,1250,2 out of 6,Alwal,Hyderabad,3,1,0,1,0,0,1,0,1
2022-06-25,2,10000,1100,Ground out of 2,Gajularamaram,Hyderabad,2,1,0,0,1,1,0,0,1
2022-07-08,2,45000,1600,1 out of 6,Kattedan Rd,Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-16,2,22000,1000,2 out of 2,Gachibowli,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,1,6500,455,2 out of 3,Bandlaguda Jagir,Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-25,3,40000,1473,23 out of 23,"Kukatpally, NH 9",Hyderabad,2,0,1,0,0,1,0,0,1
2022-07-02,5,300000,4050,Ground out of 5,"Bandlaguda Jagir,, Hyderabad",Hyderabad,4,0,1,0,1,1,0,0,1
2022-06-25,1,4000,400,Ground out of 1,Borabanda,Hyderabad,1,0,1,0,1,1,0,0,1
2022-06-29,2,12000,1300,1 out of 2,"Gandhamguda, Bairagiguda",Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,4,27000,2520,2 out of 2,Defence Colony Layout,Hyderabad,5,1,0,1,0,0,1,0,1
2022-06-22,1,10000,500,2 out of 5,Gachibowli,Hyderabad,1,0,1,0,0,1,0,0,1
2022-05-06,2,10000,200,Ground out of 2,"Pathar Gatti, NH 7",Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-12,2,10000,1200,Ground out of 1,Upperpally,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-07,3,18000,1950,2 out of 5,Toli Chowki,Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-10,1,14500,500,2 out of 5,Kondapur,Hyderabad,1,1,0,1,0,0,0,0,0
2022-05-01,1,9000,500,3 out of 3,"Miyapur, NH 9",Hyderabad,3,0,1,0,1,1,0,0,1
2022-07-06,2,14000,1150,1 out of 3,Bandlaguda Jagir,Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-02,2,18000,242,Ground out of 4,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-02,2,9500,720,5 out of 7,"Pocharam, NH 2 2",Hyderabad,2,1,0,1,0,1,0,0,1
2022-06-10,3,49000,1800,19 out of 30,Nanakram Guda,Hyderabad,3,0,1,0,1,0,0,0,0
2022-05-13,1,9000,450,1 out of 3,"Chandulal bela colony, shahalibanda",Hyderabad,1,0,1,1,0,1,0,0,1
2022-05-06,2,130000,130,1 out of 1,Lal Darwaza,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-02,2,8000,690,2 out of 4,New Malakpet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-06,2,13000,1000,2 out of 4,Madhapur,Hyderabad,2,0,1,0,0,1,0,0,1
2022-05-06,3,18000,1500,Ground out of 4,Shivaji Nagar,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-29,3,18000,1150,Ground out of 6,New Nallakunta,Hyderabad,3,0,1,1,0,1,0,0,1
2022-05-29,3,32000,1783,1 out of 5,Gopanapalli,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-25,2,15000,900,1 out of 3,Santosh Nagar,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-06,3,35000,1725,2 out of 13,"Narsingi, Outer Ring Road",Hyderabad,3,0,1,0,0,1,0,0,1
2022-05-25,1,6000,680,Ground out of 3,Bapu Nagar-Langar Houz,Hyderabad,1,1,0,0,1,1,0,0,1
2022-06-06,1,9000,550,2 out of 3,"Uppal, NH 2 2",Hyderabad,1,0,1,1,0,1,0,0,1
2022-05-25,2,9500,1290,1 out of 2,"Jillelguda, Medbowli",Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-10,2,12500,1450,Ground out of 2,"Arvind Nagar Colony, Toli Chowki",Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,2,25000,1300,3 out of 3,Madhapur,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-12,2,15000,1450,2 out of 4,Nagole,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,3,38000,1496,10 out of 15,Kondapur,Hyderabad,2,1,0,1,0,0,0,0,0
2022-05-31,3,20000,1850,1 out of 5,Kompally,Hyderabad,2,0,1,1,0,0,1,0,1
2022-06-14,3,15000,1600,2 out of 4,Old Bowenpally,Hyderabad,3,1,0,1,0,1,0,0,1
2022-07-06,3,130000,3500,3 out of 5,Jubilee Hills,Hyderabad,3,1,0,1,0,0,1,0,0
2022-07-08,3,27000,1850,5 out of 6,"Red Hills, Lakdikapul, NH 7",Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-02,2,16000,1210,3 out of 5,Secunderabad,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-06,2,13000,1400,Ground out of 1,"Mallampet, Outer Ring Road",Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-04,2,10000,950,Ground out of 4,"Uppal, NH 2 2",Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-22,2,10000,878,3 out of 4,Malkajgiri,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,2,17000,875,2 out of 6,"Bolarum, Medchal Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-02,2,12500,300,3 out of 4,"Vanasthalipuram, NH 9",Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-14,3,25000,1800,4 out of 5,Nizampet,Hyderabad,3,0,1,0,0,1,0,0,1
2022-07-02,3,35000,1956,1 out of 9,"Miyapur, NH 9",Hyderabad,3,0,1,1,0,0,0,0,1
2022-05-25,2,12000,800,2 out of 4,"Kachiguda, NH 2 2",Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-29,2,12000,1175,5 out of 5,Shamirpet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-25,2,15000,1080,3 out of 4,Anupuram Colony,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,3,45000,1955,1 out of 19,Kondapur,Hyderabad,3,0,1,0,1,0,0,0,0
2022-07-06,2,20000,950,1 out of 5,Masab Tank,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-02,2,15000,800,2 out of 3,Mehdipatnam,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-06,2,10000,1090,2 out of 4,"Hyder Shah Kote, Chevella Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-09,3,15000,1450,2 out of 5,Bandari Layout,Hyderabad,3,1,0,1,0,0,1,0,1
2022-07-07,2,19800,1070,3 out of 4,KPHB Road,Hyderabad,2,1,0,1,0,1,0,0,1
2022-05-06,2,8500,60,3 out of 5,"Gulmohar Park Colony, Serilingampally",Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-06,4,130000,3133,14 out of 14,"Vittal Rao Nagar, Hitech City",Hyderabad,5,1,0,0,0,0,1,0,0
2022-07-10,1,8500,900,2 out of 2,in Trimulgherry,Hyderabad,1,1,0,0,1,0,1,0,1
2022-05-16,1,4500,60,1 out of 2,"Hayathnagar, NH 9",Hyderabad,1,0,1,1,0,1,0,0,1
2022-06-10,2,9000,600,3 out of 4,Kapra,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-10,1,13000,750,3 out of 3,Hyderaguda-Attapur,Hyderabad,1,1,0,1,0,0,1,0,1
2022-07-06,2,18000,900,2 out of 4,Jubilee Hills,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-04,3,26000,1800,2 out of 4,filmnagar. hydrabad,Hyderabad,3,1,0,1,0,1,0,0,1
2022-05-20,1,17000,470,3 out of 5,Kondapur,Hyderabad,1,0,1,0,0,1,0,0,0
2022-05-06,2,9000,720,1 out of 3,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-12,1,8000,450,Ground out of 3,"Somajiguda, NH 9",Hyderabad,1,0,1,0,1,1,0,0,1
2022-07-06,2,10000,600,7 out of 7,Madhura Nagar-Nizampet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-26,2,12000,1100,1 out of 1,"Hyder Shah Kote, Chevella Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-27,2,14000,1300,3 out of 3,IAS Colony,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-25,2,25000,1500,Ground out of 2,Bowenpally,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-05,2,22000,1200,4 out of 8,Gachibowli,Hyderabad,2,0,1,0,0,1,0,0,1
2022-05-29,4,45000,3000,3 out of 4,Hitech City,Hyderabad,4,0,1,1,0,1,0,0,1
2022-06-26,3,20000,2000,1 out of 1,Kapra,Hyderabad,3,1,0,1,0,1,0,0,1
2022-06-14,2,16000,800,2 out of 4,"Lakdikapul, NH 9",Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-08,3,35000,1000,3 out of 6,Nizampet,Hyderabad,3,1,0,1,0,1,0,0,1
2022-05-12,2,15000,1200,2 out of 3,"Manikonda, Outer Ring Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-18,1,5500,400,1 out of 2,"Ramanthapur, NH 2 2",Hyderabad,1,0,1,0,1,1,0,1,0
2022-06-04,3,35000,1250,4 out of 5,"Somajiguda, NH 9",Hyderabad,2,1,0,0,1,0,0,0,1
2022-07-04,1,14000,700,5 out of 5,"Chanda Naik Nagar, Madhapur",Hyderabad,1,1,0,1,0,1,0,0,1
2022-07-06,2,25000,1100,1 out of 5,"Alkapur Township, Hyderabad",Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-06,4,36000,2050,1 out of 3,Sainikpuri,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,2,20000,1428,4 out of 8,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,2,0,1,1,0,0,1,0,0
2022-05-22,3,30000,1700,3 out of 5,"Ashok Nagar, Himayath Nagar",Hyderabad,3,1,0,0,0,0,1,0,0
2022-07-02,2,12000,1140,2 out of 5,"Kismatpur, Outer Ring Road",Hyderabad,2,0,1,1,0,0,1,0,1
2022-05-22,2,16000,1000,2 out of 5,"Ashok Nagar, Himayath Nagar",Hyderabad,2,0,1,1,0,1,0,0,0
2022-06-03,2,13000,1160,3 out of 5,"Pragathi Nagar, Kukatpally",Hyderabad,2,0,1,0,1,0,0,0,1
2022-07-05,3,22000,3000,3 out of 5,sri sai arcade madinaguda,Hyderabad,2,1,0,0,0,1,0,0,1
2022-07-06,1,15000,450,1 out of 3,Madhapur,Hyderabad,1,0,1,0,1,0,1,0,0
2022-05-06,3,14000,1540,2 out of 5,Attapur,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-06,2,8000,1000,2 out of 8,"Saroornagar, NH 9",Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,3,57000,1417,7 out of 30,Nanakaramguda,Hyderabad,3,1,0,0,0,0,0,0,0
2022-05-31,3,1200,2100,1 out of 3,"Uppal, NH 2 2",Hyderabad,3,1,0,0,0,1,0,0,1
2022-07-08,2,8000,550,4 out of 4,Ram nagar,Hyderabad,1,1,0,0,1,0,0,0,1
2022-05-18,3,15000,1600,1 out of 5,"Miyapur, NH 9",Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-10,2,17000,1200,4 out of 5,"Madinaguda, Hafeezpet, NH 9",Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-18,2,12000,500,1 out of 2,"Saidabad Colony, Sayeedabad",Hyderabad,2,0,1,0,0,1,0,0,1
2022-06-17,3,25000,1300,Ground out of 5,"Manikonda, Outer Ring Road",Hyderabad,2,1,0,1,0,1,0,0,1
2022-06-25,2,13000,600,1 out of 3,Ramchandrapuram Mandal,Hyderabad,1,0,1,0,1,1,0,0,1
2022-06-25,3,35000,1565,1 out of 6,"KMR Estates, Serilingampally",Hyderabad,3,1,0,0,0,1,0,0,1
2022-07-06,1,6500,350,2 out of 4,Langar Houz,Hyderabad,1,0,1,0,1,1,0,0,1
2022-06-03,2,11000,1100,1 out of 4,"Padmanabha Nagar, Mehdipatnam",Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-12,2,25000,1200,1 out of 6,Vijay nagar colony m,Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-03,3,35000,2000,1 out of 5,"Miyapur, NH 9",Hyderabad,3,0,1,0,0,0,1,0,1
2022-05-25,3,27000,2200,3 out of 6,Toli Chowki,Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-06,3,18000,1400,2 out of 4,Toli Chowki,Hyderabad,3,0,1,0,1,1,0,0,1
2022-05-06,3,20000,1950,5 out of 6,Sainikpuri,Hyderabad,3,0,1,1,0,1,0,0,1
2022-05-16,2,8500,130,1 out of 1,Rampally,Hyderabad,2,1,0,0,1,1,0,0,1
2022-06-10,2,14000,1300,Ground out of 2,Bandlaguda Jagir,Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-09,3,35000,1675,5 out of 12,Gachibowli,Hyderabad,3,0,1,0,1,1,0,0,1
2022-07-06,2,16000,1135,3 out of 5,Suchitra Circle,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-12,3,20000,1800,3 out of 4,"Banjara Hills, NH 9",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-14,3,18000,1400,1 out of 5,Attapur,Hyderabad,3,0,1,0,0,1,0,0,1
2022-07-06,4,140000,3698,16 out of 22,"Gachibowli CUC, Outer Ring Road",Hyderabad,5,1,0,1,0,0,1,0,0
2022-05-12,2,10000,950,Ground out of 4,"Bolarum, Medchal Road",Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-12,2,12000,650,1 out of 2,Begumpet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-24,1,5300,100,3 out of 3,in 1-71/1/a,Hyderabad,1,1,0,1,0,1,0,0,1
2022-05-25,2,11000,950,2 out of 3,IDA Uppal,Hyderabad,2,1,0,0,1,0,0,0,1
2022-06-10,2,12000,1000,1 out of 2,"New Nagole Colony, Kothapet",Hyderabad,2,1,0,0,1,0,0,0,1
2022-06-06,2,12000,900,3 out of 4,Gwachiwali,Hyderabad,1,1,0,1,0,1,0,0,1
2022-05-29,3,20000,1800,7 out of 10,Trimulgherry,Hyderabad,3,1,0,1,0,1,0,0,1
2022-07-02,2,13000,1000,2 out of 3,Kapra,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-09,3,22000,1800,2 out of 5,"Hyder Shah Kote, Chevella Road",Hyderabad,3,0,1,1,0,1,0,0,1
2022-05-12,2,15000,1000,2 out of 4,Hyderguda,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-12,1,5400,450,1 out of 2,Jeedimetla,Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-28,3,16500,1771,2 out of 5,Bandam Kommu,Hyderabad,3,0,1,0,1,1,0,0,1
2022-06-29,2,12000,1150,4 out of 5," in Erragadda, NH 9",Hyderabad,2,1,0,0,0,1,0,0,1
2022-06-22,2,8500,1000,2 out of 3,Musheerabad,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-08,2,14000,1050,2 out of 5,Attapur,Hyderabad,2,1,0,1,0,0,0,0,1
2022-06-08,3,15000,1500,2 out of 3,"Miyapur, NH 9",Hyderabad,2,1,0,0,1,1,0,0,1
2022-05-12,2,6000,750,1 out of 2,"Ramachandra Puram, NH 9",Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-12,2,14000,1100,Ground out of 4,Mehdipatnam,Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-29,2,15000,800,Ground out of 3,Road no 3 banjara hills hyderabad 500035,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-02,3,37000,150,1 out of 5,Jubilee Hills,Hyderabad,3,1,0,0,1,0,0,0,0
2022-06-30,1,6500,750,2 out of 3,"Bapu Nagar, Lakdikapul",Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-20,2,10000,600,2 out of 3,Borabanda,Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-25,2,12000,1080,2 out of 3,"Habsiguda, NH 2 2",Hyderabad,2,0,1,1,0,1,0,0,1
2022-04-28,2,12000,1100,3 out of 3,Nizampet,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-17,2,9000,750,2 out of 3,Alwal,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-10,3,60000,2405,10 out of 14,"Khaja Guda, Outer Ring Road",Hyderabad,4,0,1,1,0,0,0,0,0
2022-04-30,2,18000,1248,4 out of 5,Kothapet,Hyderabad,2,1,0,1,0,1,0,0,1
2022-06-02,2,14000,1110,2 out of 5,Dhulapally,Hyderabad,2,1,0,1,0,1,0,0,1
2022-07-10,3,50000,2300,2 out of 5,"Ashok Nagar, Himayath Nagar",Hyderabad,3,1,0,1,0,1,0,0,0
2022-07-08,2,17000,1000,3 out of 5,"Madinaguda, Hafeezpet, NH 9",Hyderabad,2,1,0,0,0,0,0,0,1
2022-05-06,2,9000,800,4 out of 5,Old Bowenpally,Hyderabad,2,0,1,0,1,1,0,0,1
2022-07-06,4,80000,3115,3 out of 3,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,5,0,1,0,0,1,0,0,1
2022-06-22,1,7500,500,1 out of 2,"Saroornagar, NH 9",Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-15,2,14000,950,5 out of 5,"Miyapur, NH 9",Hyderabad,2,1,0,0,1,1,0,0,1
2022-07-06,2,14000,1374,2 out of 3,Trimulgherry,Hyderabad,2,0,1,1,0,1,0,0,1
2022-04-30,1,10000,1300,Ground out of 1,Khanapur,Hyderabad,1,1,0,0,0,1,0,0,1
2022-05-25,2,17000,1150,5 out of 6,Abhyudaya Nagar,Hyderabad,2,0,1,0,0,1,0,0,1
2022-07-02,1,6500,450,2 out of 3,"Kukatpally, NH 9",Hyderabad,1,1,0,1,0,0,0,0,1
2022-05-06,2,10000,927,3 out of 5,Bachupally,Hyderabad,2,0,1,1,0,1,0,0,1
2022-06-25,3,22000,1500,4 out of 5,"Rajendra Nagar, Outer Ring Road",Hyderabad,3,0,1,0,1,1,0,0,1
2022-07-06,2,15000,1200,1 out of 3,Attapur,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-29,2,12000,1200,Ground out of 2,Patelguda,Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-06,3,52000,2800,16 out of 19,"Kokapet, Outer Ring Road",Hyderabad,3,1,0,0,0,0,1,0,0
2022-05-06,1,6500,562,3 out of 4,Amberpet,Hyderabad,1,0,1,0,1,1,0,0,1
2022-06-19,2,20000,1500,1 out of 3,Toli Chowki,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,3,25000,1950,Ground out of 3,Kondapur,Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-10,3,14000,1360,3 out of 8,"Ghatkesar, NH 2 2",Hyderabad,2,0,1,0,0,0,0,0,1
2022-06-25,3,25000,1800,1 out of 3,Prashanth hills,Hyderabad,3,0,1,1,0,1,0,0,1
2022-05-31,2,12500,950,2 out of 8,"Kachiguda, NH 2 2",Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-05,2,12000,780,3 out of 3,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,2,1,0,0,1,0,0,0,1
2022-06-10,1,10000,500,1 out of 3,"Khairatabad, NH 7",Hyderabad,1,0,1,1,0,1,0,0,1
2022-05-18,2,17000,1050,3 out of 5,"Ashok Nagar, Himayath Nagar",Hyderabad,2,0,1,1,0,1,0,0,1
2022-07-10,1,15500,600,Upper Basement out of 5,Kondapur,Hyderabad,1,1,0,1,0,0,0,0,0
2022-05-29,3,65000,1800,Ground out of 1,"Banjara Hills, NH 9",Hyderabad,3,1,0,1,0,1,0,0,0
2022-07-06,3,60000,1800,14 out of 30,Gachibowli,Hyderabad,3,1,0,0,1,1,0,0,0
2022-07-06,3,45000,1900,4 out of 10,Gachibowli,Hyderabad,3,1,0,1,0,0,1,0,0
2022-06-18,2,10500,1100,3 out of 5,"Safilguda, Secunderabad",Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-24,2,9000,200,2 out of 7,BHEL,Hyderabad,1,0,1,0,1,1,0,0,1
2022-05-06,3,20000,1400,3 out of 5,Nawab Saheb Kunta,Hyderabad,3,0,1,1,0,1,0,0,1
2022-07-06,2,20000,1200,2 out of 5,Kondapur,Hyderabad,2,1,0,1,0,0,0,0,0
2022-05-06,3,18000,1600,2 out of 5,"Quthbullapur, NH 7",Hyderabad,3,0,1,0,0,1,0,0,1
2022-05-06,2,12000,1150,2 out of 5,Nizampet,Hyderabad,2,0,1,1,0,1,0,0,1
2022-05-06,2,12000,130,2 out of 3,"Subhash Nagar, Secunderabad",Hyderabad,2,0,1,0,1,1,0,0,1
2022-06-27,4,120000,3800,1 out of 1,"MLA Colony, Banjara Hills",Hyderabad,4,1,0,1,0,1,0,0,0
2022-04-30,3,28000,1720,4 out of 10,"Narsingi, Outer Ring Road",Hyderabad,3,0,1,1,0,1,0,0,1
2022-04-30,1,6000,500,1 out of 3,"Hayathnagar, NH 9",Hyderabad,1,0,1,0,1,1,0,0,1
2022-06-14,2,12500,1200,2 out of 6,Mehdipatnam,Hyderabad,2,0,1,0,1,1,0,0,1
2022-05-06,4,31000,2400,2 out of 4,"Upparpally, Hyderabad Expressway",Hyderabad,4,0,1,1,0,1,0,0,1
2022-05-25,2,7000,800,3 out of 4,"Boduppal, NH 2 2",Hyderabad,2,0,1,0,0,1,0,0,1
